cliente_id,cnpj,razao_social,segmento,cidade,uf,bairro,data_cadastro,ativo
243,57608495880395,Loja do Sul LTDA ME,E-commerce de peças,Brasília,DF,Boa Viagem,2025-01-31,S
244,29145046173574,Auto Peças Cruzeiro LTDA,Concessionária,Recife,PE,Moema,2023-06-17,S
245,78235784521823,Comercial Cruzeiro LTDA,Retífica de motores,São Paulo,SP,Moema,19/06/2024,S
246,18.409.435/3344-85,Casa das Peças Rota EIRELI,E-commerce de peças,São Paulo,SP,Higienópolis,2022-03-13,S
247,85.854.249/3214-95,Casa das Peças Master LTDA,Concessionária,Curitiba,PR,Jardins,2021-08-21,S
248,29979545381792,Mecânica Marajó EIRELI,Auto center,Recife,PE,Aldeota,2024-02-24,S
249,29456255770171,Auto Parts do Sul S/A,Concessionária,Curitiba,PR,Bela Vista,2022-09-13,S
250,15.814.876/9639-38,Comércio de Peças Paulista ME,Rede de autopeças,Manaus,AM,Vila Madalena,12/10/2023,S
251,95832197199758,Rede Speed LTDA,Concessionária,Recife,PE,Pinheiros,2024-02-15,S
252,01.329.022/7846-99,Auto Elétrica Fênix LTDA ME,E-commerce de peças,Campinas,SP,Ipanema,2025-07-22,S
253,09.862.405/8008-51,Rede Titan LTDA ME,Funilaria e pintura,Goiânia,GO,Pinheiros,2023-02-02,S
254,83.272.386/5624-22,Comercial Brasil LTDA ME,Concessionária,Recife,PE,Batel,2024-09-17,S
255,67969278687653,Auto Peças Marajó ME,Autopeças independente,Campinas,SP,Asa Sul,2023-08-18,S
256,95009751971284,Casa das Peças Nova Era LTDA,Retífica de motores,Brasília,DF,Higienópolis,2022-01-23,S
257,90580778795654,Auto Elétrica Motor EIRELI,E-commerce de peças,Porto Alegre,RS,Pituba,2026-05-05,S
258,04.904.712/8144-29,Casa das Peças Master S/A,E-commerce de peças,Goiânia,GO,Batel,2023-02-04,S
259,24372805129276,Importadora Nobre EIRELI,Concessionária,Salvador,BA,Asa Sul,2025-11-25,S
260,02.767.478/3667-42,Casa das Peças Titan LTDA ME,Autopeças independente,Rio de Janeiro,RJ,Bela Vista,2021-09-11,S
261,18569454414967,AUTO ELÉTRICA CENTRAL ME,Funilaria e pintura,São Paulo,SP,Centro,2023-04-25,S
262,06.181.753/4430-09,Auto Parts Onix LTDA,Funilaria e pintura,Rio de Janeiro,RJ,Savassi,2026-05-02,S
263,26921244717465,Importadora Nacional LTDA ME,E-commerce de peças,Goiânia,GO,Jardins,15/11/2024,S
264,27.173.962/7128-63,Distribuidora Ipê LTDA,E-commerce de peças,Porto Alegre,RS,Asa Sul,2024-01-28,S
265,72006425690877,Comércio de Peças Econômica LTDA,Retífica de motores,São Paulo,SP,Pituba,23/03/2022,S
266,55.460.158/5174-32,Mecânica Diamante LTDA,Funilaria e pintura,Brasília,DF,Ipanema,2025-09-29,S
267,73203093761847,Rede Ultra EIRELI,Auto center,Campinas,SP,Jardins,2021-09-04,S
268,87.829.310/2707-90,Loja Estrada LTDA,Concessionária,Curitiba,PR,Savassi,2023-04-23,S
269,91.117.993/1365-65,Importadora Ouro LTDA,Concessionária,Belo Horizonte,MG,Cambuí,29/12/2023,N
270,26258273902196,Importadora Potência ME,Retífica de motores,Porto Alegre,RS,Setor Bueno,2026-01-12,S
271,23.248.763/2909-27,Loja Popular LTDA,E-commerce de peças,Fortaleza,CE,Meireles,2024-03-05,S
272,19588373403127,LOJA RODA LIVRE EIRELI,Autopeças independente,Brasília,DF,Asa Sul,15/10/2024,S
273,01.082.207/8113-79,Importadora Anhanguera ME,Funilaria e pintura,Fortaleza,CE,Cambuí,2021-06-02,S
274,63.631.797/0623-97,Casa das Peças Marajó EIRELI,Concessionária,Curitiba,PR,Meireles,2023-09-03,S
275,90421776253492,Auto Parts Popular S/A,Funilaria e pintura,São Paulo,SP,Meireles,2023-09-19,S
276,40.633.569/3929-06,Auto Parts Fênix LTDA ME,Autopeças independente,Fortaleza,CE,Savassi,2025-12-26,S
277,18063254310742,Casa das Peças Paulista ME,Autopeças independente,Curitiba,PR,Pinheiros,2022-02-04,S
278,70165804649893,AUTO ELÉTRICA IPÊ S/A,Oficina mecânica,Salvador,BA,Ipanema,2024-03-20,S
279,65790552818325,Auto Center Aurora ME,Auto center,Rio de Janeiro,RJ,Barra,2023-05-02,S
280,86401557788178,Auto Center Ipê LTDA,Auto center,Porto Alegre,RS,Aldeota,2021-09-06,S
281,24112412723804,Distribuidora Rodovia LTDA ME,Concessionária,Recife,PE,Centro,2022-05-02,S
282,03.856.955/7988-77,Importadora Potência ME,E-commerce de peças,Rio de Janeiro,RJ,Setor Bueno,2022-12-19,S
283, 25472928422223 ,Retífica Nobre EIRELI,Concessionária,São Paulo,SP,Higienópolis,2025-07-22,S
284, 55257828410672 ,LOJA MAX S/A,Concessionária,Campinas,SP,Setor Bueno,2022-02-06,S
285,92975170281406,Comércio de Peças Ultra S/A,Retífica de motores,Porto Alegre,RS,Bela Vista,2023-06-08,S
286,30.187.186/3759-98,Retífica Paulista LTDA ME,Oficina mecânica,Porto Alegre,RS,Ipanema,2024-05-10,N
287,54781376742662,Auto Parts Aurora LTDA,Auto center,Salvador,BA,Pinheiros,2025-07-08,S
288,46287923264870,REDE MOTOR LTDA ME,E-commerce de peças,Recife,PE,Centro,2022-12-23,S
289,71462730147195,Casa das Peças Brasil LTDA ME,Rede de autopeças,Porto Alegre,RS,Savassi,2021-05-30,S
290,90.429.025/7252-04,Casa das Peças Rodovia EIRELI,Oficina mecânica,Manaus,AM,Moema,24/08/2022,S
291,21.928.554/4518-95,AUTO ELÉTRICA CENTRAL LTDA ME,E-commerce de peças,Campinas,SP,Boa Viagem,2026-02-13,S
292,83.389.888/1671-12,Centro Automotivo Onix ME,E-commerce de peças,Belo Horizonte,MG,Bela Vista,2024-07-28,S
293,24013223423216,Centro Automotivo Veloz LTDA,Rede de autopeças,Salvador,BA,Bela Vista,2026-01-09,S
294, 14014011939325 ,COMERCIAL VELOZ S/A,Oficina mecânica,Fortaleza,CE,Barra,2025-06-12,S
295, 19083342801387 ,Auto Parts Rota ME,Concessionária,Rio de Janeiro,RJ,Pinheiros,2022-08-13,S
296,36151718275480,Retífica Anhanguera LTDA ME,Retífica de motores,Brasília,DF,Setor Bueno,2024-03-17,S
297,38.646.317/5207-16,PEÇAS E SERVIÇOS VELOZ LTDA ME,Retífica de motores,Fortaleza,CE,Savassi,19/03/2022,S
298, 15353961367499 ,Comercial Onix S/A,Rede de autopeças,Belo Horizonte,MG,Pituba,2023-02-20,S
299,71.147.732/0101-70,Auto Peças Ouro S/A,Oficina mecânica,Belo Horizonte,MG,Moema,2023-09-01,S
300,77347784858800,Peças e Serviços Onix EIRELI,Retífica de motores,Brasília,DF,Aldeota,04/04/2022,S
301,28.427.624/6719-78,Auto Elétrica Veloz S/A,Auto center,São Paulo,SP,Asa Sul,2021-08-24,S
302,95450090255905,Importadora Central LTDA,Oficina mecânica,Recife,PE,Barra,20/08/2025,S
303,91.141.520/8507-69,Centro Automotivo Max S/A,E-commerce de peças,Porto Alegre,RS,Cambuí,2021-10-13,S
304, 59171357852945 ,Comércio de Peças do Sul EIRELI,Retífica de motores,Recife,PE,Setor Bueno,13/06/2026,S
305,39191954198763,Rede Ultra LTDA ME,E-commerce de peças,Recife,PE,Cambuí,2022-09-21,S
306,49.878.208/2973-74,Auto Center Rodovia LTDA,Rede de autopeças,Recife,PE,Ipanema,2021-09-06,S
307,24.665.136/4424-93,Distribuidora Max EIRELI,Funilaria e pintura,Curitiba,PR,Higienópolis,2025-02-01,S
308,03242044820700,Centro Automotivo Anhanguera EIRELI,E-commerce de peças,Recife,PE,Moema,2024-03-14,S
309, 23198189847139 ,Casa das Peças Titan LTDA ME,Oficina mecânica,Manaus,AM,Barra,2023-12-26,S
310, 21234764907851 ,RETÍFICA AURORA EIRELI,Auto center,Curitiba,PR,Batel,2022-11-23,S
311,54090034864518,Loja Motor EIRELI,Rede de autopeças,Manaus,AM,Barra,2023-05-06,S
312,75604177656124,Centro Automotivo Potência LTDA,Oficina mecânica,Belo Horizonte,MG,Boa Viagem,2025-11-05,S
313, 20634591123829 ,Importadora Cruzeiro ME,Oficina mecânica,Campinas,SP,Cambuí,2022-05-15,S
314,16.526.693/0089-31,Auto Parts Turbo LTDA ME,Autopeças independente,Curitiba,PR,Batel,2025-02-20,S
315,29.108.677/1333-44,Distribuidora Bosch Car ME,Rede de autopeças,Salvador,BA,Setor Bueno,2021-11-24,S
316,62.620.443/9735-97,Comércio de Peças Nobre ME,Oficina mecânica,Curitiba,PR,Vila Madalena,2025-01-15,S
317,11800537599004,Casa das Peças Cruzeiro ME,E-commerce de peças,Porto Alegre,RS,Higienópolis,2021-11-03,N
318,42.875.721/5862-41,Casa das Peças Bandeirante LTDA ME,Auto center,Belo Horizonte,MG,Asa Sul,2025-01-09,S
319, 85625728703203 ,Auto Center Potência LTDA ME,Concessionária,Porto Alegre,RS,Pituba,25/05/2025,N
320,87.771.215/1342-28,Distribuidora Real S/A,Funilaria e pintura,Salvador,BA,Boa Viagem,2023-02-21,S
321, 37150416591520 ,Mecânica Garra EIRELI,Auto center,Rio de Janeiro,RJ,Centro,19/03/2024,S
322,97592304501896,Auto Peças Onix LTDA,Concessionária,São Paulo,SP,Meireles,2024-02-25,S
323,42147649251583,COMERCIAL APEX S/A,Rede de autopeças,Recife,PE,Moema,2021-12-04,S
324,92661085732788,Peças e Serviços Turbo EIRELI,Rede de autopeças,Salvador,BA,Batel,2024-03-14,S
325,38.649.081/0818-66,Loja Brasil S/A,E-commerce de peças,Porto Alegre,RS,Bela Vista,2024-02-21,N
326,72260164597794,Peças e Serviços Anhanguera LTDA,Concessionária,Manaus,AM,Asa Sul,2022-10-03,S
327, 68006102776974 ,Auto Peças Nova Era ME,Rede de autopeças,Rio de Janeiro,RJ,Meireles,2022-08-25,S
328,30372368314727,COMERCIAL CENTRAL LTDA ME,Concessionária,São Paulo,SP,Aldeota,2025-02-18,S
329,49.605.016/6799-84,Centro Automotivo Cruzeiro S/A,Auto center,Curitiba,PR,Pituba,2024-06-18,S
330,80695814671795,Distribuidora Real ME,Autopeças independente,São Paulo,SP,Aldeota,26/02/2022,S
331,95.972.466/5729-34,Auto Center Nova Era ME,Concessionária,Curitiba,PR,Savassi,2024-03-09,S
332,43380054522801,Retífica Estrada ME,Funilaria e pintura,Fortaleza,CE,Cambuí,2022-10-11,S
333,84.289.107/7119-91,Loja Econômica ME,Concessionária,São Paulo,SP,Boa Viagem,17/12/2024,S
334,78.712.552/1376-03,Loja Diamante EIRELI,Concessionária,Manaus,AM,Vila Madalena,05/01/2022,S
335,32863266678507,Retífica Fortaleza EIRELI,Retífica de motores,Campinas,SP,Boa Viagem,2023-11-08,S
336,02908466845504,RETÍFICA AURORA LTDA ME,Concessionária,Recife,PE,Higienópolis,2021-09-17,S
337, 75634108562884 ,Casa das Peças Pista ME,E-commerce de peças,Goiânia,GO,Higienópolis,2026-03-20,S
338,46810548510174,Auto Elétrica Motor S/A,Auto center,Curitiba,PR,Higienópolis,2021-06-17,S
339,54492683158935,Comercial Aurora LTDA,Rede de autopeças,Curitiba,PR,Batel,2025-11-10,S
340,15869886497677,Importadora Real LTDA ME,Concessionária,Fortaleza,CE,Batel,2022-05-02,S
341,81377028519611,Retífica Nobre LTDA,Autopeças independente,Brasília,DF,Ipanema,2022-08-07,S
342,02296044327018,Centro Automotivo Nacional EIRELI,Rede de autopeças,Fortaleza,CE,Cambuí,2024-10-16,S
343,92.287.772/5199-66,Auto Peças Rota LTDA ME,Oficina mecânica,Fortaleza,CE,Moema,2023-05-14,S
344,09.481.813/9890-98,Centro Automotivo Popular ME,Autopeças independente,Manaus,AM,Asa Sul,2023-08-11,S
345,97189569070562,Comercial Ouro LTDA,Oficina mecânica,Curitiba,PR,Savassi,2026-02-23,S
346,22.412.462/0952-00,Auto Elétrica Onix EIRELI,Oficina mecânica,Porto Alegre,RS,Savassi,2022-12-31,N
347,99378861405786,Loja Brasil LTDA,Rede de autopeças,Curitiba,PR,Savassi,2024-04-20,S
348,24967183258238,Retífica Brasil LTDA ME,Auto center,Brasília,DF,Setor Bueno,2022-04-18,S
349,00.749.465/3984-02,Auto Peças Ultra LTDA,E-commerce de peças,Belo Horizonte,MG,Higienópolis,2021-09-04,S
350,39855474355379,AUTO PARTS GARRA LTDA,Autopeças independente,Recife,PE,Boa Viagem,2025-01-15,S
351,76811807156956,Importadora Nacional EIRELI,Autopeças independente,Manaus,AM,Aldeota,2023-09-05,N
352,04.531.943/3750-47,Rede Nova Era S/A,Rede de autopeças,Manaus,AM,Boa Viagem,2026-06-16,S
353,99921921249384,Retífica União S/A,Autopeças independente,Campinas,SP,Higienópolis,2023-08-06,S
354,60.566.418/7758-03,Importadora Econômica EIRELI,Rede de autopeças,São Paulo,SP,Meireles,2024-05-28,S
355,03.613.325/4110-76,Distribuidora Rota LTDA,Oficina mecânica,Goiânia,GO,Cambuí,2024-07-14,S
356,83199717911006,Mecânica Nobre LTDA ME,Retífica de motores,Salvador,BA,Vila Madalena,2022-11-30,N
357,08046619639907,Auto Parts Real LTDA,Rede de autopeças,Campinas,SP,Centro,2022-07-08,S
358,93.110.919/3928-45,AUTO PARTS GARRA ME,Auto center,Salvador,BA,Jardins,2022-04-23,S
359,68.549.822/7495-45,PEÇAS E SERVIÇOS ULTRA S/A,Concessionária,Goiânia,GO,Higienópolis,2024-08-16,S
360,53331537795995,Casa das Peças Ultra LTDA,Concessionária,Recife,PE,Centro,2022-12-28,S
361,37.933.756/3620-50,Retífica Anhanguera LTDA ME,Retífica de motores,Manaus,AM,Ipanema,2024-04-03,N
362,33423425832302,Loja Central LTDA ME,Autopeças independente,São Paulo,SP,Savassi,2023-03-15,S
363,47355289611223,Loja Central LTDA ME,Oficina mecânica,Curitiba,PR,Barra,06/08/2023,S
364,93.842.530/4289-73,Loja Rota LTDA ME,Retífica de motores,Goiânia,GO,Bela Vista,2024-03-19,S
365,72558777496903,Loja Roda Livre ME,Auto center,Brasília,DF,Pinheiros,2023-06-10,S
366,48.121.478/5390-78,Comercial Líder EIRELI,Auto center,Salvador,BA,Cambuí,2022-10-14,S
367,27.341.514/8881-43,Centro Automotivo Vitória EIRELI,Autopeças independente,São Paulo,SP,Cambuí,2025-09-04,S
368,43928404456690,Auto Peças Motor ME,Concessionária,Manaus,AM,Meireles,2022-01-09,S
369,98775153663778,Comércio de Peças Veloz LTDA ME,Concessionária,Brasília,DF,Ipanema,2024-07-02,S
370, 66845909022599 ,Retífica Prime LTDA,Rede de autopeças,Recife,PE,Meireles,14/06/2021,S
371,97412182097023,Peças e Serviços Diamante ME,Rede de autopeças,Salvador,BA,Bela Vista,2024-04-12,N
372,58.025.662/1286-71,Comércio de Peças Max EIRELI,Funilaria e pintura,São Paulo,SP,Pituba,2022-06-28,S
373,49.387.430/2716-93,COMERCIAL GUARÁ S/A,Auto center,Goiânia,GO,Moema,2021-09-21,S
374,54.692.632/9676-29,Comercial Nacional EIRELI,Autopeças independente,Fortaleza,CE,Higienópolis,19/02/2024,S
375,37.681.511/8567-24,Rede Central LTDA ME,Auto center,Rio de Janeiro,RJ,Pinheiros,2023-07-05,S
376,00.412.577/7118-37,Distribuidora Titan LTDA,E-commerce de peças,Recife,PE,Boa Viagem,2023-11-19,S
377,62104275230837,Loja Potência LTDA ME,Retífica de motores,Brasília,DF,Centro,2024-05-27,N
378,33533106005313,Auto Peças Titan LTDA,Concessionária,Recife,PE,Savassi,17/02/2024,S
379,83.938.661/3315-52,Retífica Cruzeiro ME,Oficina mecânica,Salvador,BA,Moema,2024-08-02,S
380,95.013.649/7189-24,Peças e Serviços Speed EIRELI,Rede de autopeças,Porto Alegre,RS,Cambuí,2024-02-20,S
381,71509976838903,Auto Parts Real LTDA ME,Retífica de motores,Campinas,SP,Moema,2024-07-20,N
382,74326303975245,Importadora Turbo LTDA,Rede de autopeças,Salvador,BA,Cambuí,12/06/2024,S
383, 80339685270171 ,Auto Peças Potência ME,Funilaria e pintura,Curitiba,PR,Meireles,23/01/2025,S
384,67423362934497,Comércio de Peças Max LTDA ME,Auto center,Rio de Janeiro,RJ,Pituba,2023-07-17,S
385,96270661498282,Auto Peças Nobre LTDA ME,E-commerce de peças,Brasília,DF,Pituba,2023-03-25,N
386,73230085766656,Centro Automotivo Estrada LTDA,Retífica de motores,Belo Horizonte,MG,Boa Viagem,2021-12-04,S
387, 45875066337050 ,Casa das Peças Líder EIRELI,Auto center,Recife,PE,Boa Viagem,2023-11-04,N
388,66.918.362/6448-86,Loja do Sul LTDA,Rede de autopeças,Rio de Janeiro,RJ,Ipanema,2021-05-20,S
389,36402701168646,Mecânica Popular ME,Concessionária,Porto Alegre,RS,Savassi,2025-03-10,S
390,23023467912141,Distribuidora Master ME,Oficina mecânica,Curitiba,PR,Savassi,2024-11-05,N
391,09.013.806/9847-75,Casa das Peças Ouro EIRELI,Oficina mecânica,Porto Alegre,RS,Pinheiros,2022-04-06,S
392,51.076.209/1843-57,Loja Max EIRELI,Funilaria e pintura,Salvador,BA,Ipanema,2022-01-02,S
393,57.397.691/5671-64,Auto Peças Potência LTDA,Autopeças independente,Manaus,AM,Higienópolis,2023-07-30,S
394,27.178.333/2116-02,Auto Center Ouro LTDA ME,E-commerce de peças,Fortaleza,CE,Savassi,2022-11-03,S
395,71539915668633,Auto Peças Diamante S/A,Retífica de motores,Brasília,DF,Savassi,2024-11-29,S
396,56904098366552,Retífica União LTDA,Funilaria e pintura,Belo Horizonte,MG,Aldeota,2021-10-03,S
397,37729420954814,Mecânica Marajó LTDA ME,Funilaria e pintura,Porto Alegre,RS,Cambuí,2021-06-14,S
398,33.027.642/0865-67,Comercial Bosch Car EIRELI,Rede de autopeças,Manaus,AM,Meireles,2022-09-19,S
399,61259047292774,Comercial Nacional LTDA,Autopeças independente,Brasília,DF,Batel,2025-03-20,S
400,20.157.201/8596-26,Centro Automotivo Real S/A,Rede de autopeças,Recife,PE,Pinheiros,2025-05-05,S
401,17647501111783,Comércio de Peças Nacional S/A,Auto center,Campinas,SP,Pituba,2024-07-16,S
402,64921518260688,Auto Parts do Sul ME,Retífica de motores,Manaus,AM,Boa Viagem,2021-09-12,N
403,51029321840118,Distribuidora Motor ME,Concessionária,Fortaleza,CE,Bela Vista,2022-12-30,S
404,87297585988310,Peças e Serviços Motor S/A,E-commerce de peças,Porto Alegre,RS,Ipanema,2025-01-24,S
405, 96184462671462 ,Retífica Rodovia ME,E-commerce de peças,Manaus,AM,Bela Vista,2026-06-07,S
406,25.660.931/4181-86,Auto Elétrica Vitória EIRELI,Retífica de motores,Recife,PE,Barra,2024-04-19,S
407,63.611.284/9718-59,Mecânica Ouro EIRELI,Retífica de motores,Rio de Janeiro,RJ,Pinheiros,2023-02-02,S
408,88.967.924/0822-26,Auto Center do Sul EIRELI,Autopeças independente,Manaus,AM,Barra,2021-06-27,S
409,72757844683414,Loja Econômica LTDA,Retífica de motores,Recife,PE,Moema,2022-05-23,S
410,14870682778816,Retífica Motor S/A,Autopeças independente,São Paulo,SP,Barra,2024-08-04,S
411,89097283215285,Loja Nacional LTDA,Rede de autopeças,Campinas,SP,Barra,2024-05-20,S
412,44744309634807,Rede Rota EIRELI,Auto center,Rio de Janeiro,RJ,Ipanema,2024-09-07,S
413, 65016731882617 ,Auto Peças do Sul EIRELI,Funilaria e pintura,Belo Horizonte,MG,Vila Madalena,2025-05-15,S
414,41772256053134,Auto Center Master ME,Oficina mecânica,Brasília,DF,Asa Sul,2025-11-06,S
415,87256862110225,Importadora Speed LTDA ME,Autopeças independente,Fortaleza,CE,Centro,2025-05-01,S
416,47163928234143,Mecânica Cruzeiro ME,Concessionária,Porto Alegre,RS,Batel,2024-12-15,S
417,32.609.310/6684-33,Auto Peças Motor LTDA,Autopeças independente,Porto Alegre,RS,Asa Sul,2022-10-14,S
418,63502000534749,Auto Peças Guará EIRELI,E-commerce de peças,Salvador,BA,Savassi,2024-02-08,S
419,82555989534396,Centro Automotivo Ultra LTDA,Concessionária,Campinas,SP,Meireles,2024-03-07,S
420,11.895.473/8202-36,Comercial Cruzeiro LTDA,Oficina mecânica,Fortaleza,CE,Moema,2021-08-01,S
421,80294240903678,Retífica Apex LTDA ME,Concessionária,Brasília,DF,Pinheiros,2021-10-16,S
422,32029390878844,COMERCIAL TURBO ME,E-commerce de peças,Porto Alegre,RS,Higienópolis,2023-06-08,S
423,24.240.338/1059-55,Mecânica Anhanguera LTDA ME,E-commerce de peças,São Paulo,SP,Setor Bueno,2024-03-15,S
424,05342408916498,Comercial Nacional ME,Funilaria e pintura,São Paulo,SP,Pinheiros,2023-07-07,S
425,65271727223972,Peças e Serviços Fênix ME,Concessionária,Curitiba,PR,Moema,2025-02-14,S
426,61.820.916/6010-02,Centro Automotivo Apex S/A,E-commerce de peças,Fortaleza,CE,Centro,2023-04-12,S
427,85.132.797/2457-23,Peças e Serviços Pista LTDA,E-commerce de peças,Rio de Janeiro,RJ,Jardins,2024-05-10,S
428,18620303662543,Peças e Serviços Apex LTDA,Retífica de motores,Porto Alegre,RS,Setor Bueno,2022-07-07,S
429,51.510.922/6859-26,Retífica Titan EIRELI,E-commerce de peças,Goiânia,GO,Asa Sul,2023-10-30,S
430,54102252677119,Auto Elétrica Prime EIRELI,E-commerce de peças,Campinas,SP,Boa Viagem,10/04/2022,S
431,57676952366878,MECÂNICA DO SUL S/A,Funilaria e pintura,Salvador,BA,Bela Vista,2021-09-04,S
432,31.350.305/8721-05,Auto Center Titan ME,Concessionária,Manaus,AM,Higienópolis,2022-08-24,S
433,33302126065019,Peças e Serviços Central EIRELI,Concessionária,Recife,PE,Barra,2024-04-03,N
434,62272847657041,Auto Elétrica Roda Livre S/A,Autopeças independente,Goiânia,GO,Pinheiros,2026-06-20,S
435,78498436241862,Loja Central ME,Autopeças independente,Campinas,SP,Higienópolis,2023-06-26,S
436,77566205634111,REDE NACIONAL EIRELI,Oficina mecânica,Rio de Janeiro,RJ,Savassi,2022-08-21,N
437,04383034199097,Peças e Serviços Aurora EIRELI,E-commerce de peças,Goiânia,GO,Bela Vista,2024-12-05,S
438,52156818209679,Distribuidora Brasil LTDA,Concessionária,Recife,PE,Moema,2024-06-17,S
439,32288985725459,Comércio de Peças Ouro S/A,Funilaria e pintura,Curitiba,PR,Batel,2025-10-02,S
440, 10248171752421 ,Retífica Nobre ME,Oficina mecânica,Fortaleza,CE,Aldeota,06/02/2023,S
441,47.219.705/4669-27,Mecânica Fênix LTDA ME,Oficina mecânica,Fortaleza,CE,Asa Sul,2022-08-12,S
442,09038021462961,Loja Bandeirante EIRELI,Auto center,Campinas,SP,Higienópolis,2023-06-03,S
443, 11216636515597 ,Peças e Serviços Econômica LTDA ME,Auto center,Fortaleza,CE,Batel,24/06/2023,S
444,35909605673030,Retífica Roda Livre LTDA,Concessionária,Belo Horizonte,MG,Moema,2022-04-19,S
445,76834201654235,Rede Central EIRELI,Concessionária,Manaus,AM,Pinheiros,2022-04-27,S
446,93199255027275,Casa das Peças Nacional LTDA,Rede de autopeças,Brasília,DF,Batel,2024-01-13,S
447,91.033.682/9635-33,Auto Elétrica Max EIRELI,Oficina mecânica,Campinas,SP,Bela Vista,2021-06-08,S
448,77665586851276,Comércio de Peças Brasil LTDA ME,Concessionária,Rio de Janeiro,RJ,Vila Madalena,03/05/2026,S
449, 91111096179817 ,Distribuidora Apex LTDA ME,Autopeças independente,Manaus,AM,Aldeota,2021-11-06,S
450,37157660538444,Auto Elétrica do Sul LTDA,Rede de autopeças,Rio de Janeiro,RJ,Vila Madalena,2022-12-12,N
451,25.895.529/6386-39,Casa das Peças Onix LTDA ME,Rede de autopeças,São Paulo,SP,Boa Viagem,2022-06-19,S
